https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XLM
1598745600000,2020-08-30 00:00:00,XLM/USD,0.0966,0.09851999999999998,0.096311,0.09832500000000001,65051.93372909509,675436.17789344
1598659200000,2020-08-29 00:00:00,XLM/USD,0.095606,0.09765800000000001,0.09484,0.09704278000000001,138527.27891010823,1460641.91174724
1598572800000,2020-08-28 00:00:00,XLM/USD,0.094198,0.096749,0.092911,0.095277,27028.626182036853,290908.78563396
1598486400000,2020-08-27 00:00:00,XLM/USD,0.098238,0.098768,0.090501,0.093003,134816.42721949122,1489667.81825053
1598400000000,2020-08-26 00:00:00,XLM/USD,0.097448,0.1006,0.096326,0.09831900000000002,82873.51714789875,860344.21805015
1598313600000,2020-08-25 00:00:00,XLM/USD,0.10331,0.10330999999999999,0.095303,0.09803999999999999,120161.5223262153,1260836.72419772
1598227200000,2020-08-24 00:00:00,XLM/USD,0.10284,0.10669793000000001,0.10142,0.10344000000000002,125058.77339522527,1233078.02598329
1598140800000,2020-08-23 00:00:00,XLM/USD,0.10233,0.10258000000000002,0.09871,0.10257999999999999,50128.06412961521,507831.66983705
1598054400000,2020-08-22 00:00:00,XLM/USD,0.099381,0.10252000000000001,0.097314,0.10231,127317.61998095385,1308317.61083661
1597968000000,2020-08-21 00:00:00,XLM/USD,0.10758,0.10923999999999999,0.099203,0.09946,207570.62535042557,2092382.54236692
1597881600000,2020-08-20 00:00:00,XLM/USD,0.1026,0.10737,0.10077,0.10737,142365.9428132108,1412781.01432183
1597795200000,2020-08-19 00:00:00,XLM/USD,0.10864,0.10863999999999999,0.0986,0.10289000000000001,177753.55924898555,1802774.43457389
1597708800000,2020-08-18 00:00:00,XLM/USD,0.11412,0.11684000000000001,0.10604804,0.10864,151533.53285403838,1428914.03607307
1597622400000,2020-08-17 00:00:00,XLM/USD,0.11557,0.11961,0.11032,0.11412,472815.2709763411,4285852.71008286
1597536000000,2020-08-16 00:00:00,XLM/USD,0.10679,0.11599000000000001,0.1030538,0.11523999999999998,262340.3611436531,2545664.12052397
1597449600000,2020-08-15 00:00:00,XLM/USD,0.10547,0.10920000000000002,0.10335,0.10666,171446.6978635747,1658894.02867513
1597363200000,2020-08-14 00:00:00,XLM/USD,0.10115,0.10724,0.10027,0.10503000000000001,260337.15533742576,2596361.37765459
1597276800000,2020-08-13 00:00:00,XLM/USD,0.10136782,0.10241,0.096666,0.10109000000000001,147639.29258518905,1527313.5599403
1597190400000,2020-08-12 00:00:00,XLM/USD,0.099551,0.10233999999999999,0.095495,0.10049,90007.04655559859,942531.51008533
1597104000000,2020-08-11 00:00:00,XLM/USD,0.10626,0.10836,0.096231,0.10009,268486.12473831425,2790016.98764758
1597017600000,2020-08-10 00:00:00,XLM/USD,0.10533,0.10724,0.10261,0.10599999999999998,363321.721595596,3540802.27653831
1596931200000,2020-08-09 00:00:00,XLM/USD,0.10272,0.10696000000000001,0.10253,0.10481,122685.86473867536,1196585.0457297899
1596844800000,2020-08-08 00:00:00,XLM/USD,0.1022,0.10418999999999999,0.10128,0.10319000000000002,92125.3516625952,909610.50219782
1596758400000,2020-08-07 00:00:00,XLM/USD,0.10611,0.10790999999999999,0.099068,0.10246000000000001,218796.5277029863,2208548.95327438
1596672000000,2020-08-06 00:00:00,XLM/USD,0.10751,0.10806,0.10434,0.10597,80399.50467432776,770553.04460732
1596585600000,2020-08-05 00:00:00,XLM/USD,0.11054,0.11134,0.10666,0.1076,243038.92788828508,2278632.36347539
1596499200000,2020-08-04 00:00:00,XLM/USD,0.10499,0.11143,0.10499,0.11077000000000001,447733.5010342752,4264534.72744333
1596412800000,2020-08-03 00:00:00,XLM/USD,0.10202,0.10913999999999999,0.10199,0.10522000000000001,189865.6222587528,1861610.18000542
1596326400000,2020-08-02 00:00:00,XLM/USD,0.10788,0.11584999999999998,0.090025,0.10264999999999999,661656.1463202962,7349693.37762062
1596240000000,2020-08-01 00:00:00,XLM/USD,0.097209,0.10877999999999999,0.097161,0.10766999999999999,528914.6957391369,5443693.41339773
1596153600000,2020-07-31 00:00:00,XLM/USD,0.096496,0.09734,0.09521,0.097199,190184.7138179998,1997528.76607499
1596067200000,2020-07-30 00:00:00,XLM/USD,0.094758,0.09795499999999999,0.0945,0.096388,140260.764424994,1484240.89338618
1595980800000,2020-07-29 00:00:00,XLM/USD,0.0975,0.09959000000000001,0.09486,0.0952,122185.28018121346,1288059.03627676
1595894400000,2020-07-28 00:00:00,XLM/USD,0.094214,0.098536,0.093592,0.09765900000000001,167070.00539157933,1785088.52670719
1595808000000,2020-07-27 00:00:00,XLM/USD,0.099379,0.10044,0.088367,0.094659,357868.5496246748,4049798.56309114
1595721600000,2020-07-26 00:00:00,XLM/USD,0.10078,0.1058,0.097719,0.099351,206886.58057064985,2117158.18388082
1595635200000,2020-07-25 00:00:00,XLM/USD,0.096288,0.10123,0.095509,0.10082,112125.61336492,1173979.55548608
1595548800000,2020-07-24 00:00:00,XLM/USD,0.09836,0.09836,0.095,0.09543200000000002,72831.6069629726,766648.49434708
1595462400000,2020-07-23 00:00:00,XLM/USD,0.097882,0.10186,0.097297,0.09874,157254.0117153324,1616226.7255448
1595376000000,2020-07-22 00:00:00,XLM/USD,0.09618,0.09819600000000002,0.094291,0.09724100000000001,91713.80184865624,972667.61248323
1595289600000,2020-07-21 00:00:00,XLM/USD,0.0943,0.09862999999999998,0.094153,0.09674400000000001,163969.82974607928,1741525.28061856
1595203200000,2020-07-20 00:00:00,XLM/USD,0.10034,0.10185999999999999,0.093715,0.09469499999999999,171776.650821975,1832968.58370565
1595116800000,2020-07-19 00:00:00,XLM/USD,0.10092,0.10233,0.096915,0.10044,139143.5803120923,1435728.01230039
1595030400,2020-07-18 00:00:00,XLM/USD,0.1047,0.1047,0.09916,0.1011,252191.31,2487635.61
1594944000,2020-07-17 00:00:00,XLM/USD,0.1024,0.1076,0.09892,0.1047,515309.44,4944132.6
1594857600,2020-07-16 00:00:00,XLM/USD,0.09472,0.1038,0.08807,0.1024,628064.03,6610311.52
1594771200,2020-07-15 00:00:00,XLM/USD,0.09234,0.09707,0.0878,0.09472,451715.25,4853675.53
1594684800,2020-07-14 00:00:00,XLM/USD,0.09054,0.09277,0.08577,0.09234,347408.21,3878102.92
1594598400,2020-07-13 00:00:00,XLM/USD,0.09537,0.09819,0.08719,0.09054,278793.1,3010823.12
1594512000,2020-07-12 00:00:00,XLM/USD,0.09434,0.09776,0.09,0.09537,181027.25,1923297.44
1594425600,2020-07-11 00:00:00,XLM/USD,0.08909,0.1012,0.08909,0.09434,544870.2,5689887.82
1594339200,2020-07-10 00:00:00,XLM/USD,0.09059,0.09118,0.08248,0.08909,300063.82,3458376.9
1594252800,2020-07-09 00:00:00,XLM/USD,0.08538,0.09827,0.08353,0.09059,763240.85,8411728.87
1594166400,2020-07-08 00:00:00,XLM/USD,0.07376,0.08549,0.07376,0.08538,334480.88,4188010.76
1594080000,2020-07-07 00:00:00,XLM/USD,0.07185,0.07429,0.07031,0.07376,39445.74,545570.27
1593993600,2020-07-06 00:00:00,XLM/USD,0.06717,0.07202,0.06671,0.07185,64865.24,934678.56
1593907200,2020-07-05 00:00:00,XLM/USD,0.068,0.068,0.06523,0.06717,11969.04,179377.53
1593820800,2020-07-04 00:00:00,XLM/USD,0.06717,0.06843,0.06667,0.068,23852.63,353036.81
1593734400,2020-07-03 00:00:00,XLM/USD,0.06766,0.06857,0.06645,0.06717,38458.62,568929.35
1593648000,2020-07-02 00:00:00,XLM/USD,0.06801,0.07101,0.0664,0.06766,110154.65,1615232.13
1593561600,2020-07-01 00:00:00,XLM/USD,0.0667,0.06945,0.06617,0.06801,23513.01,346573.65
1593475200,2020-06-30 00:00:00,XLM/USD,0.06478,0.06747,0.06449,0.06701,26581.84,399362.58
1593388800,2020-06-29 00:00:00,XLM/USD,0.06434,0.06542,0.063,0.06478,23330.27,364047.62
1593302400,2020-06-28 00:00:00,XLM/USD,0.06307,0.06506,0.06187,0.06404,38833.16,605490.11
1593216000,2020-06-27 00:00:00,XLM/USD,0.06716,0.06716,0.05864,0.06307,87216.82,1398282.9
1593129600,2020-06-26 00:00:00,XLM/USD,0.06763,0.06835,0.06596,0.06716,38740.78,575614.65
1593043200,2020-06-25 00:00:00,XLM/USD,0.06894,0.06894,0.06568,0.06763,78472.15,1165844.49
1592956800,2020-06-24 00:00:00,XLM/USD,0.07112,0.07272,0.06828,0.06894,24071.02,342452.88
1592870400,2020-06-23 00:00:00,XLM/USD,0.07191,0.0726,0.07028,0.07112,63472.1,887407.27
1592784000,2020-06-22 00:00:00,XLM/USD,0.0686,0.07226,0.0686,0.07191,59574.85,833895.02
1592697600,2020-06-21 00:00:00,XLM/USD,0.06959,0.07027,0.0686,0.0686,4258.03,60895.42
1592611200,2020-06-20 00:00:00,XLM/USD,0.06954,0.07016,0.06833,0.06959,4874.9,70378.91
1592524800,2020-06-19 00:00:00,XLM/USD,0.07073,0.07109,0.0688,0.06954,63027.47,898629.98
1592438400,2020-06-18 00:00:00,XLM/USD,0.07177,0.07188,0.06963,0.07073,20198.67,285962.8
1592352000,2020-06-17 00:00:00,XLM/USD,0.07082,0.07426,0.0698,0.07177,62347.22,867883.68
1592265600,2020-06-16 00:00:00,XLM/USD,0.07056,0.072,0.06996,0.07082,14394.25,203179.94
1592179200,2020-06-15 00:00:00,XLM/USD,0.07113,0.07158,0.0658,0.07056,89487.12,1304322.86
1592092800,2020-06-14 00:00:00,XLM/USD,0.0737,0.07389,0.07062,0.07113,48487.94,669909.06
1592006400,2020-06-13 00:00:00,XLM/USD,0.07297,0.0743,0.0719,0.0737,75849.86,1034846.21
1591920000,2020-06-12 00:00:00,XLM/USD,0.07094,0.07481,0.07072,0.07297,120760.52,1652816.02
1591833600,2020-06-11 00:00:00,XLM/USD,0.07903,0.07938,0.06755,0.07094,572900.14,7823768.41
1591747200,2020-06-10 00:00:00,XLM/USD,0.07816,0.07903,0.07788,0.07903,47845.34,609505.17
1591660800,2020-06-09 00:00:00,XLM/USD,0.0795,0.08025,0.07747,0.0786,29832.03,379024.94
1591574400,2020-06-08 00:00:00,XLM/USD,0.07878,0.08044,0.07859,0.0795,16751.94,211090.46
1591488000,2020-06-07 00:00:00,XLM/USD,0.07993,0.08027,0.07565,0.07878,43561.75,562863.9
1591401600,2020-06-06 00:00:00,XLM/USD,0.07973,0.08115,0.07821,0.07993,27150.31,340471.35
1591315200,2020-06-05 00:00:00,XLM/USD,0.08267,0.08294,0.07842,0.07973,148094.12,1833851.16
1591228800,2020-06-04 00:00:00,XLM/USD,0.08285,0.086,0.07938,0.08267,250216.56,2988449.57
1591142400,2020-06-03 00:00:00,XLM/USD,0.07942,0.08315,0.07706,0.08285,217954.6,2675630.47
1591056000,2020-06-02 00:00:00,XLM/USD,0.0764,0.08466,0.07406,0.07942,364254.45,4601622.27
1590969600,2020-06-01 00:00:00,XLM/USD,0.07073,0.0765,0.06993,0.0764,149089.09,2002143.85
1590883200,2020-05-31 00:00:00,XLM/USD,0.0726,0.07633,0.06914,0.07073,193858.7,2655949.35
1590796800,2020-05-30 00:00:00,XLM/USD,0.06775,0.07297,0.06725,0.0726,111328.15,1581197.27
1590710400,2020-05-29 00:00:00,XLM/USD,0.0693,0.06943,0.06704,0.06775,20143.71,298369.44
1590624000,2020-05-28 00:00:00,XLM/USD,0.06605,0.06988,0.06574,0.0693,40416.49,590960.09
1590537600,2020-05-27 00:00:00,XLM/USD,0.06488,0.06767,0.06452,0.06604,13756.2,208646.76
1590451200,2020-05-26 00:00:00,XLM/USD,0.06604,0.06638,0.06397,0.06488,12759.96,195267.22
1590364800,2020-05-25 00:00:00,XLM/USD,0.064,0.06624,0.06378,0.06604,69488.99,1074208.12
1590278400,2020-05-24 00:00:00,XLM/USD,0.0672,0.06817,0.06381,0.064,14691.82,221576.61
1590192000,2020-05-23 00:00:00,XLM/USD,0.06809,0.06899,0.06672,0.0672,11884.41,174761.27
1590105600,2020-05-22 00:00:00,XLM/USD,0.06672,0.06938,0.06541,0.06809,91368.87,1344783.8
1590019200,2020-05-21 00:00:00,XLM/USD,0.07098,0.07165,0.06433,0.06672,115304.71,1707647.05
1589932800,2020-05-20 00:00:00,XLM/USD,0.0697,0.07222,0.06765,0.07098,67962.94,960265.13
1589846400,2020-05-19 00:00:00,XLM/USD,0.07013,0.07015,0.06873,0.0697,83926.63,1209352.28
1589760000,2020-05-18 00:00:00,XLM/USD,0.06899,0.07142,0.06878,0.07013,103492.11,1475693.68
1589673600,2020-05-17 00:00:00,XLM/USD,0.06812,0.07152,0.06797,0.06899,93458.44,1329497.1
1589587200,2020-05-16 00:00:00,XLM/USD,0.06719,0.06854,0.06664,0.06812,18072.17,266967.11
1589500800,2020-05-15 00:00:00,XLM/USD,0.06926,0.06975,0.0664,0.06719,75621.55,1117773.13
1589414400,2020-05-14 00:00:00,XLM/USD,0.06971,0.07081,0.06833,0.06926,72091.69,1037201.47
1589328000,2020-05-13 00:00:00,XLM/USD,0.06999,0.07074,0.06816,0.06971,83834.02,1201882.42
1589241600,2020-05-12 00:00:00,XLM/USD,0.06263,0.07032,0.0624,0.06999,109506.13,1618613.13
1589155200,2020-05-11 00:00:00,XLM/USD,0.06415,0.06501,0.06022,0.06263,75042.02,1203263.09
1589068800,2020-05-10 00:00:00,XLM/USD,0.072,0.072,0.05879,0.06415,202224.1,3170588.61
1588982400,2020-05-09 00:00:00,XLM/USD,0.07248,0.07344,0.07138,0.072,43092.18,595719.69
1588896000,2020-05-08 00:00:00,XLM/USD,0.07211,0.07459,0.07037,0.07248,194745.72,2674040.96
1588809600,2020-05-07 00:00:00,XLM/USD,0.06982,0.07366,0.06864,0.07211,116060.52,1603679.56
1588723200,2020-05-06 00:00:00,XLM/USD,0.07213,0.07322,0.0695,0.06982,28005.19,393450.91
1588636800,2020-05-05 00:00:00,XLM/USD,0.07289,0.07419,0.07076,0.07213,43213.48,594363.28
1588550400,2020-05-04 00:00:00,XLM/USD,0.07292,0.07367,0.06764,0.07289,169482.27,2409515.38
1588464000,2020-05-03 00:00:00,XLM/USD,0.07562,0.07717,0.07178,0.07292,56947.89,771917.77
1588377600,2020-05-02 00:00:00,XLM/USD,0.07278,0.07618,0.07153,0.07562,95835.45,1292866.58
1588291200,2020-05-01 00:00:00,XLM/USD,0.0674,0.07344,0.0674,0.07278,79391.49,1104849.42
1588204800,2020-04-30 00:00:00,XLM/USD,0.072,0.07439,0.06558,0.0674,214735.6,3058133.5
1588118400,2020-04-29 00:00:00,XLM/USD,0.06854,0.07282,0.06811,0.072,118069.96,1669753.84
1588032000,2020-04-28 00:00:00,XLM/USD,0.06722,0.07122,0.06619,0.06855,187224.44,2717698.38
1587945600,2020-04-27 00:00:00,XLM/USD,0.06231,0.06871,0.06133,0.06722,129006.1,2019398.79
1587859200,2020-04-26 00:00:00,XLM/USD,0.06184,0.06293,0.06102,0.06231,40457.9,651185.04
1587772800,2020-04-25 00:00:00,XLM/USD,0.06136,0.06317,0.06086,0.06184,51315.52,824012.2
1587686400,2020-04-24 00:00:00,XLM/USD,0.06202,0.06551,0.06048,0.06136,74869.72,1191217.29
1587600000,2020-04-23 00:00:00,XLM/USD,0.0549,0.0665,0.0549,0.06202,392206.42,6337104.34
1587513600,2020-04-22 00:00:00,XLM/USD,0.05089,0.05497,0.05089,0.0549,52117.46,974778.76
1587427200,2020-04-21 00:00:00,XLM/USD,0.04948,0.05177,0.04932,0.05101,17617.35,350030.88
1587340800,2020-04-20 00:00:00,XLM/USD,0.04902,0.05311,0.04875,0.04948,58874.61,1152120.16
1587254400,2020-04-19 00:00:00,XLM/USD,0.05065,0.05068,0.04865,0.04902,7352.66,148202.82
1587168000,2020-04-18 00:00:00,XLM/USD,0.049,0.05101,0.049,0.05065,17313.98,349170.2
1587081600,2020-04-17 00:00:00,XLM/USD,0.04961,0.04961,0.04839,0.049,11844.34,242264.55
1586995200,2020-04-16 00:00:00,XLM/USD,0.04618,0.04971,0.04479,0.04961,36228.47,754952.48
1586908800,2020-04-15 00:00:00,XLM/USD,0.0478,0.04818,0.0461,0.04618,6895.8,145093.83
1586822400,2020-04-14 00:00:00,XLM/USD,0.04838,0.0488,0.0477,0.04834,4490.1,92754.59
1586736000,2020-04-13 00:00:00,XLM/USD,0.04924,0.04924,0.04516,0.04838,62433.05,1342745.0
1586649600,2020-04-12 00:00:00,XLM/USD,0.04983,0.05148,0.04861,0.04924,56705.21,1119416.86
1586563200,2020-04-11 00:00:00,XLM/USD,0.04789,0.05004,0.04764,0.04965,46231.43,952361.03
1586476800,2020-04-10 00:00:00,XLM/USD,0.05212,0.05212,0.04564,0.04789,210449.49,4346705.98
1586390400,2020-04-09 00:00:00,XLM/USD,0.05116,0.0525,0.04885,0.05212,94052.64,1854215.37
1586304000,2020-04-08 00:00:00,XLM/USD,0.04861,0.05158,0.04834,0.05116,38533.09,774747.27
1586217600,2020-04-07 00:00:00,XLM/USD,0.05,0.05199,0.04755,0.04861,315753.9,6304148.17
1586131200,2020-04-06 00:00:00,XLM/USD,0.04365,0.05,0.04365,0.05,154281.94,3192179.34
1586044800,2020-04-05 00:00:00,XLM/USD,0.04205,0.04369,0.04165,0.04365,22138.45,522272.47
1585958400,2020-04-04 00:00:00,XLM/USD,0.0416,0.04242,0.04062,0.04195,11948.86,289541.25
1585872000,2020-04-03 00:00:00,XLM/USD,0.04145,0.0422,0.04074,0.0416,17933.74,430824.32
1585785600,2020-04-02 00:00:00,XLM/USD,0.04107,0.04342,0.04068,0.04145,36186.46,868665.26
1585699200,2020-04-01 00:00:00,XLM/USD,0.04091,0.04114,0.03914,0.04107,14763.02,368137.99
1585612800,2020-03-31 00:00:00,XLM/USD,0.04012,0.04133,0.03999,0.04091,20845.6,511244.03
1585526400,2020-03-30 00:00:00,XLM/USD,0.03781,0.04107,0.03781,0.04012,102527.89,2528647.21
1585440000,2020-03-29 00:00:00,XLM/USD,0.04006,0.04006,0.03733,0.03781,91605.8,2391713.59
1585353600,2020-03-28 00:00:00,XLM/USD,0.04045,0.0407,0.03853,0.04016,34194.13,868314.93
1585267200,2020-03-27 00:00:00,XLM/USD,0.04282,0.04344,0.0403,0.04045,21827.91,519918.32
1585180800,2020-03-26 00:00:00,XLM/USD,0.04028,0.04282,0.04,0.04282,16154.2,394188.39
1585094400,2020-03-25 00:00:00,XLM/USD,0.04039,0.04095,0.0393,0.04028,19181.75,480592.0
1585008000,2020-03-24 00:00:00,XLM/USD,0.03948,0.04069,0.03924,0.04039,32972.23,824691.07
1584921600,2020-03-23 00:00:00,XLM/USD,0.03683,0.03993,0.03643,0.03948,28435.97,742556.77
1584835200,2020-03-22 00:00:00,XLM/USD,0.04001,0.04052,0.03651,0.03683,45316.22,1180580.83
1584748800,2020-03-21 00:00:00,XLM/USD,0.03996,0.041,0.03823,0.03963,18329.11,466052.67
1584662400,2020-03-20 00:00:00,XLM/USD,0.04107,0.04444,0.03591,0.03996,145660.1,3492049.15
1584576000,2020-03-19 00:00:00,XLM/USD,0.03696,0.04273,0.03691,0.04107,91051.3,2257391.97
1584489600,2020-03-18 00:00:00,XLM/USD,0.03743,0.03794,0.03474,0.03696,28484.47,793374.7
1584403200,2020-03-17 00:00:00,XLM/USD,0.03532,0.03823,0.03532,0.03743,113065.27,3050508.02
1584316800,2020-03-16 00:00:00,XLM/USD,0.03804,0.03822,0.03156,0.03532,198811.12,5669005.52
1584230400,2020-03-15 00:00:00,XLM/USD,0.03703,0.04061,0.03683,0.03804,49661.84,1297655.53
1584144000,2020-03-14 00:00:00,XLM/USD,0.03973,0.04027,0.03633,0.03706,42077.34,1103229.74
1584057600,2020-03-13 00:00:00,XLM/USD,0.03254,0.04248,0.02726,0.03973,242873.36,6885105.23
1583971200,2020-03-12 00:00:00,XLM/USD,0.05077,0.05077,0.02777,0.03254,968436.81,25898439.53
1583884800,2020-03-11 00:00:00,XLM/USD,0.05205,0.05253,0.04762,0.05077,54662.1,1094491.88
1583798400,2020-03-10 00:00:00,XLM/USD,0.05239,0.05352,0.05083,0.05205,71901.29,1382798.42
1583712000,2020-03-09 00:00:00,XLM/USD,0.04975,0.05239,0.04784,0.05239,141398.81,2825581.0
1583625600,2020-03-08 00:00:00,XLM/USD,0.05836,0.05858,0.04973,0.04975,141906.57,2660529.73
1583539200,2020-03-07 00:00:00,XLM/USD,0.0615,0.06187,0.05763,0.05836,138149.22,2340480.21
1583452800,2020-03-06 00:00:00,XLM/USD,0.05964,0.0615,0.05944,0.0615,29674.91,490784.35
1583366400,2020-03-05 00:00:00,XLM/USD,0.0586,0.06123,0.0586,0.05964,76521.8,1266795.48
1583280000,2020-03-04 00:00:00,XLM/USD,0.05843,0.05925,0.058,0.0586,22528.43,383100.31
1583193600,2020-03-03 00:00:00,XLM/USD,0.05955,0.06045,0.05784,0.05843,19075.39,323938.01
1583107200,2020-03-02 00:00:00,XLM/USD,0.05638,0.06033,0.05638,0.05955,38087.82,648272.14
1583020800,2020-03-01 00:00:00,XLM/USD,0.05699,0.05885,0.05515,0.05638,89217.73,1543516.27
1582934400,2020-02-29 00:00:00,XLM/USD,0.05888,0.05995,0.05651,0.05699,66495.79,1144576.22
1582848000,2020-02-28 00:00:00,XLM/USD,0.06022,0.0614,0.05651,0.05862,90545.0,1576752.41
1582761600,2020-02-27 00:00:00,XLM/USD,0.05911,0.06274,0.05618,0.06022,117436.95,1968362.9
1582675200,2020-02-26 00:00:00,XLM/USD,0.06474,0.06476,0.05611,0.05911,186832.27,3106498.15
1582588800,2020-02-25 00:00:00,XLM/USD,0.06915,0.06926,0.06363,0.06474,219908.33,3311836.47
1582502400,2020-02-24 00:00:00,XLM/USD,0.07342,0.07383,0.06751,0.06915,50116.37,710461.12
1582416000,2020-02-23 00:00:00,XLM/USD,0.06989,0.07355,0.06975,0.07342,57717.58,799272.6
1582329600,2020-02-22 00:00:00,XLM/USD,0.07098,0.07155,0.06918,0.06989,43566.15,620057.25
1582243200,2020-02-21 00:00:00,XLM/USD,0.07045,0.07293,0.06957,0.07142,55164.27,773787.62
1582156800,2020-02-20 00:00:00,XLM/USD,0.06973,0.07149,0.06728,0.07045,112515.16,1622797.82
1582070400,2020-02-19 00:00:00,XLM/USD,0.07611,0.07962,0.06789,0.06973,113271.88,1523763.82
1581984000,2020-02-18 00:00:00,XLM/USD,0.0724,0.07685,0.0702,0.07611,339325.8,4584480.5
1581897600,2020-02-17 00:00:00,XLM/USD,0.075,0.0753,0.0674,0.0724,151311.21,2131674.63
1581811200,2020-02-16 00:00:00,XLM/USD,0.07873,0.0811,0.06741,0.075,383744.99,5236002.87
1581724800,2020-02-15 00:00:00,XLM/USD,0.08699,0.08887,0.07644,0.07873,195001.6,2359781.3
1581638400,2020-02-14 00:00:00,XLM/USD,0.08293,0.08828,0.07984,0.08641,288354.01,3412825.5
1581552000,2020-02-13 00:00:00,XLM/USD,0.07975,0.08756,0.07886,0.08293,308508.69,3697614.83
1581465600,2020-02-12 00:00:00,XLM/USD,0.07395,0.08277,0.07387,0.07975,370690.59,4734483.06
1581379200,2020-02-11 00:00:00,XLM/USD,0.07062,0.07485,0.06898,0.07395,68438.27,946826.67
1581292800,2020-02-10 00:00:00,XLM/USD,0.07294,0.07364,0.06862,0.07062,252853.97,3559353.6
1581206400,2020-02-09 00:00:00,XLM/USD,0.07107,0.07407,0.07107,0.07294,161227.83,2234696.95
1581120000,2020-02-08 00:00:00,XLM/USD,0.07193,0.07209,0.0676,0.07107,67811.56,962311.81
1581033600,2020-02-07 00:00:00,XLM/USD,0.07082,0.07349,0.07069,0.07193,149690.85,2090839.78
1580947200,2020-02-06 00:00:00,XLM/USD,0.06884,0.0715,0.0677,0.07082,133252.33,1915122.08
1580860800,2020-02-05 00:00:00,XLM/USD,0.06644,0.06961,0.06644,0.06884,102864.85,1507964.21
1580774400,2020-02-04 00:00:00,XLM/USD,0.06428,0.06841,0.06152,0.06644,120214.98,1844863.13
1580688000,2020-02-03 00:00:00,XLM/USD,0.06368,0.06584,0.0627,0.06428,62393.86,975861.88
